document_id,text,cluster,cluster_label,cluster_rq
doc_0540,"Mozambique LNG is implementing a major program of socio-economic initiatives for the local community to promote local economic development, contribute to the stabilization of the area, and support local communities.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0541,"In matters pertaining to Coastal GasLink, please contact them for a response, as the article you sent us is focused on activities related to the Coastal Gaslink pipeline, which is not owned or operated by LNG Canada or by Shell.",6,Responsibility and transparency,"[2, 3, 4, 5]"
doc_0543,Nike has not sourced from Violet Apparel since 2006 and they were not authorized to manufacture Nike product after that time.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,The Nike Code of Conduct and Code Leadership Standards specify that Nike suppliers must not sub-contract out the production of Nike or Nike Affiliate product to third-parties or supplier-owned facilities without Nike’s prior written approval.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,We conducted an independent investigation of the Violet Apparel allegations and found no evidence that Nike products were manufactured at Violet Apparel in recent years.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,It is our understanding that Ramatex Group addressed the situation independently and engaged in an arbitration process which resulted in a legally binding decision and fully complied with that ruling.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,Nike takes every allegation it receives seriously and promptly engaged a third party to review and investigate these allegations.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,"It also found that a subset of workers who did not consent to furloughs were, in fact, owed back- pay, and Nike required Hong Seng to pay these workers in accordance with local law and Nike’s Code of Conduct.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,"After allegations persisted in 2022, Nike conducted a second investigation, and was prepared to take further action based on the new review.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0543,We appreciate WRC bringing the situation at Hong Seng Bangkok to Nike’s attention and look forward to continued engagement on these important issues.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"adidas’ Workplace Standards prohibit all forms of forced labor, and we apply this equally to all companies in our supply chain.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"If there is clear evidence of a direct linkage between an act, which has caused a human rights impact or environmental harm, involving a manufacturing partner, or materials being supplied to adidas, we will seek to support a remedy.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"Where such specificity is lacking, we will still look for ways in which we can encourage preventive measures, or improvements in our own sourcing practices.",21,Independent remedies and prevention,"[2, 3, 4, 5, 6]"
doc_0548,"adidas has defined standards for our leather suppliers including LWG certification, compliance with our restricted substances list A-01, as well as the exclusion of hides from India and China and the exclusion of any exotic leathers or furs.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"Currently, more than 99% of our leather volume is audited in accordance with the Leather Working Group protocol, and most of our hides are sourced from tanneries with the highest LWG rating (LWG Gold).",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,We believe the existing LWG audit protocol and chain of custody initiatives provide a strong foundation on which to create a robust and scalable traceability solution for leather.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"LWG is working together with other organizations on enhancing the audit protocol to include more information in the due diligence scope, specifically on deforestation, and as next step aims to create a traceability mechanism and chain of custody standard for leather.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"This will allow higher transparency on important environmental impacts such as deforestation from the origin of the material, as well as the ability to assess any related human rights impacts along the upstream supply chain.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"Given our limited leverage in the upstream supply chain, we are convinced that we have a greater impact to prevent deforestation, and associated human rights issues, in collaboration with partners by setting cross-industry standards and by supporting multistakeholder- endorsed accountability frameworks and certification programs,",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"We are also supporting a cattle traceability pilot project, Certification of Origin and Traceability Implementation Initiative (COTI), which has recently launched in Brazil, to ensure the monitoring of cattle from birth to slaughter.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"We recognize the need for greater engagement with stakeholders across all tiers in the leather supply chain, and the important role that the major meat processing businesses can play in identifying, mitigating and preventing adverse environmental and human rights impacts, through their own buying practices, and through the active protection and preservation of natural ecosystems and biodiversity in areas impacted by cattle farming.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0548,"In this respect, we have seen the creation of new multistakeholder initiatives, such as the Tropical Forest Alliance, which are partnering with industry and using collective action to drive a transition to deforestation-free supply chains.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"Guided by our roadmap, we will enhance our due diligence by developing action plans designed to specifically address the most salient issues we face and foster powerful collaborations on the ground.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"These action plans will articulate our strategy for assessing, addressing and reporting on each salient issue, defining what we need to do across our value chain, as well as what collective action can be taken.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"With collaboration built into each action plan, we hope to spark new engagement and inspire collective action with peers, civil society, NGOs and governments.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"We were the first company in the industry to introduce a Child Labor Monitoring and Remediation System (CLMRS), which has now become a leading tool that helps tackle child labor risk by working directly with communities on the ground.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"We act as soon as children at risk are detected. For the cases where we can intervene, we try to understand the root cause and then work with the family and/or the community to develop a tailored solution.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"In our seafood supply chain in Thailand, we work with Issara Institute to analyze recruitment practices and channels to implement responsible recruitment pathways.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"Through work with Issara and other partners, Nestlé seafood suppliers in Thailand have all improved responsible recruitment practices for all workers since 2018.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,Another welcome development has been the emergence of new legislation that can help bring all companies behind the efforts that are necessary to protect people at risk.,3,Immediate remediation & engagement,"[1, 3, 4, 5, 6]"
doc_0549,Due diligence – which is so core to respecting and advancing human rights – can’t be performed from a desk.,1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"You need teams to be on the ground and engaging with factory workers, farmers and local communities among other rights holders to understand exactly what impacts you – as a company – can have on these people, and how to address them.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"The HRRA assesses the level of risks posed to rights holders across the countries where we operate (either directly or through our business relationships, in particular, the sourcing of raw materials).",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"It is based on publicly available information from Unicef, the World Bank, the International Labour Organization (ILO), the United Nations Development Programme and the US Department of Labor, among others, in addition to Verisk Maplecroft indicators.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
doc_0549,"By 2023, an environment, social and governance (ESG) target for our Executive Board will ensure that clear incentives around human rights are in place and are measured as part of our progress.",1,"Assurances, Standards, Grievances","[1, 3, 4, 5]"
